Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006886~intracellular protein transport	159	3.424510015076459	7.405154249622765E-24	P53367, Q9BYX2, P53365, Q96L92, P57729, O95714, Q13637, P18085, O95391, Q9NRW7, P38646, P61020, Q9Y3A6, Q9H0U4, Q92572, O14662, P48444, P09496, P09497, Q96QK1, Q96DA6, Q04917, Q9HAV7, Q92974, Q9Y678, Q9UNK0, Q92609, B7ZAP0, Q9BZH6, Q9H270, Q9Y3B3, Q9UIA9, Q96CW1, O15400, P60468, Q15833, Q15437, Q9Y6Y8, Q15436, P10619, Q8WVM8, Q9H269, O95295, Q8TC07, Q12846, Q9Y6Q5, Q9H267, O00203, Q9Y5X1, P49755, Q9Y5X3, Q9Y5X2, P61966, Q9UHQ4, O14966, Q96JC1, Q9BW83, Q9UI26, O15397, O14980, P55735, P54920, O14617, Q4KMP7, Q66K14, Q96JB2, Q9H9C1, Q9Y6B6, Q9UBN7, Q13277, P55060, P62820, Q9H1C4, Q9UBF2, Q14247, Q9HAS0, Q13795, Q9H2M9, O43592, Q9NP61, O43752, Q96AP0, P53680, Q10567, Q9P253, O00186, Q5R372, O75340, P51148, Q4G0F5, Q9BXI6, O60763, Q96AX1, Q9Y2T2, P61106, P41214, P35606, Q9UL25, Q96C24, O95487, P56962, P06748, Q9NP72, Q9H115, P53618, Q9NR31, Q9P2W9, O95486, Q9Y2D4, P63010, P30040, Q7Z7H5, Q8WUH2, Q8TEA7, Q9UM54, Q8TAA5, P46459, P53621, Q86Y82, Q3ZCQ8, O60749, O95373, O43615, P84085, P62330, O14925, Q9UNH7, O60343, Q00610, Q9UBQ0, Q15363, P61764, Q5T9L3, Q9UJY5, P61923, P83436, Q9BVK6, P51572, O94973, P53992, O75436, O94855, Q8TEX9, O95782, Q9Y3P9, Q9H0N0, O43747, Q9H173, Q9NZ52, Q8TAG9, P84077, Q13190, P62745, P40616, O94979, P20340, Q13596, P60602, Q9HA65, Q9H4M9	4457	328	19308	2.0999934331853978	5.818229693928607E-20	5.289299721753279E-21	5.0792626194003416E-21
GOTERM_BP_DIRECT	GO:0042776~mitochondrial ATP synthesis coupled proton transport	53	1.1415033383588198	3.432819541300461E-22	P30049, O75947, P56556, O75306, O43674, O43678, P03905, O43677, P36542, Q9P0J0, O96000, P19404, Q99643, Q16795, O95168, O95169, P48047, P28331, Q9UI09, O14561, P03915, O43920, Q16718, O95167, O75251, O75380, P03886, O75964, P56134, O95139, O75489, O95299, P00846, Q9Y6M9, P25705, P24539, P18859, P31040, P56385, O14521, P56381, O43181, O00217, O75438, P03897, P51970, O95182, P21912, Q9NX14, Q9UJZ1, Q86Y39, P49821, P06576	4457	65	19308	3.5322966465887715	2.6971663135997724E-18	2.247638594666477E-19	2.158385286592665E-19
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	114	2.4553090674133102	3.3631105093826174E-20	O43670, P07900, Q9Y265, P04637, O43156, O75146, P62081, Q86TM6, P13473, P16220, P63165, Q92574, P62913, P28799, P23284, Q13526, P04406, Q01484, Q07617, P46379, P49368, P46777, P10809, Q09472, Q7Z5G4, L0R819, P29590, Q99471, Q9NWS0, Q99623, Q9Y2Z0, Q9H4B6, P35080, Q93009, Q93008, Q9NUG6, Q58FG1, P07737, P62829, P11279, O60716, Q9NQP4, Q9UBV2, Q9NX55, P35232, Q05655, Q9BXJ9, O15027, Q96JB2, Q16543, Q96EY1, Q9BUL8, Q58FF7, Q9UL15, Q7L3B6, P0DMV8, Q96MX6, P50613, O60925, P17987, Q9BZE4, Q9Y230, Q15185, P48643, Q14254, Q9UL25, P06748, Q6NXR4, Q9H6T3, Q13608, O76024, P19388, Q99832, P54709, P42771, P61758, P27797, P21333, P05026, P50990, Q14149, P50991, Q86Y82, Q9NVD7, O94966, O75569, Q9P275, Q92995, O95817, P78371, O95816, P61764, O15212, Q9NQC3, P83436, Q9NZM5, Q13188, P40227, Q969V3, Q92997, Q9NQC8, Q9H2J4, O95785, O75955, Q9Y4R8, P51610, Q99653, Q99497, O95429, P40855, Q9UHV9, P08238, P21675, O75718	4457	220	19308	2.2447957248046992	2.6423959272219224E-16	1.9441774922700558E-17	1.86697456779656E-17
GOTERM_BP_DIRECT	GO:0006413~translational initiation	45	0.9692009476631488	3.464233790477381E-20	P55884, Q9UKV8, P23396, O75821, O75822, O43432, P46199, P78344, O00303, P56537, Q04637, O60841, P61221, Q14152, P61247, Q9UBQ5, P05198, Q13144, Q14232, Q6PKG0, O14602, O15371, P49770, O15372, Q13347, Q9BY44, P08708, P46782, Q92905, Q9NR50, O00571, Q8NE71, P41091, Q8N9N8, Q9H074, Q99613, O60573, Q9UI10, Q7L2H7, Q14240, Q9Y262, P60228, P41567, P60842, P06730	4457	53	19308	3.678165785429746	2.721848489178078E-16	1.9441774922700558E-17	1.86697456779656E-17
GOTERM_BP_DIRECT	GO:0009060~aerobic respiration	52	1.1199655395218608	1.2184828969462248E-18	P30049, P30566, P00395, P31930, P56556, O75306, P40926, O43674, O43678, P03905, O43677, Q9P0J0, O96000, P19404, Q9UDW1, Q99643, P04040, P22695, Q16795, Q9NTG7, O95168, O95169, P14927, P28331, Q9UI09, O14561, P03915, O43920, P07919, Q16718, P78537, O95167, O75251, O75380, Q15070, P00414, P03886, O95139, O75489, O95299, Q9Y6M9, O43181, O00217, O75438, P03897, P51970, Q15526, O95182, P21912, Q9NX14, Q86Y39, P49821	4457	70	19308	3.218103144331549	9.573620121306488E-15	6.382413414204325E-16	6.128968971639511E-16
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	76	1.6368727116088735	1.4427260905276897E-17	Q9UBF2, Q92538, P18085, Q9Y3E0, O75340, Q12907, Q9Y5U9, Q7Z392, Q96RQ1, Q9Y3A6, Q9H0U4, O60763, Q96EC8, P48444, P55072, Q969X5, Q92734, P35606, O95487, Q9Y678, P56962, P49257, Q9H5V9, P33947, O95249, Q5JRA6, P53618, Q9NR31, Q9Y4L1, O95486, Q96IW7, Q9Y2L5, Q9Y5R8, Q9HD26, Q9UBP0, Q9Y3B3, Q7Z7H5, Q9HCU5, Q9Y282, Q15437, P53621, Q9Y6Y8, Q15436, Q8WVM8, Q13618, O95292, Q9P0L0, Q9UHY1, P51809, Q15363, P49755, O15498, Q9Y296, Q86SZ2, Q9BVK6, Q9UHQ4, P51572, O43264, P53992, Q15643, O94855, Q969M3, P24390, Q9P003, Q08379, O75396, Q8WVT3, O95070, Q13190, O15027, Q96JB2, O94979, O14579, Q9Y6B6, P62820, P61019	4457	130	19308	2.5325900484976094	1.1335498893276058E-13	7.0846868082975365E-15	6.803355220644637E-15
GOTERM_BP_DIRECT	GO:0051028~mRNA transport	58	1.249192332543614	6.796408195871481E-17	O00425, Q9HC62, Q14764, Q16629, Q06787, Q07352, Q96PU8, Q99567, P42704, Q9BZI7, P63241, Q9BW27, O15234, Q96A72, P09651, Q9NRG9, P38919, P51991, Q9GZV4, Q09161, O00159, P37198, P22626, Q8WYP5, Q9BVL2, P41208, P52298, A8CG34, Q9NYF8, Q9BTX1, Q8TEM1, Q9Y6M1, Q9Y5S9, Q96EE3, Q7KZ85, Q8NFH3, Q8NFH4, Q9UBU9, Q9UN86, Q8NFH5, P61326, P49792, P49790, Q92945, Q53F19, O14980, Q8TD16, Q8N1F7, Q08211, P55735, P61970, P52948, Q07955, Q7Z3B4, Q92621, Q5SRE5, O15504, Q9UKX7	4457	88	19308	2.85522263242703	8.723022304479855E-13	3.1411399526448366E-14	3.016405872814725E-14
GOTERM_BP_DIRECT	GO:0032200~telomere organization	26	0.5599827697609304	2.4333177876364656E-14	P84243, P62805, P68431	4457	27	19308	4.171615187096452	1.9103418846810882E-10	1.0621432143033172E-11	1.0199657059842852E-11
GOTERM_BP_DIRECT	GO:0006281~DNA repair	127	2.7353004522937754	3.070259687543418E-14	O15360, P23396, Q9Y265, O95714, Q06787, P32780, Q96T88, Q96RU2, P63165, Q68E01, P62877, P07992, Q9Y3Z3, Q14694, O94874, Q9NS91, Q13889, Q9GZR2, O96019, Q86WJ1, P35244, P35249, P35250, Q96T76, Q96Q15, Q5UIP0, Q08945, P35251, Q6NS38, P49005, Q9NPD8, Q29RF7, P27694, P27695, Q7Z3K3, P49916, P18858, Q9NX46, P13051, Q96T60, Q9Y6I4, Q7Z6Z7, Q7Z4V5, Q9NVI1, O60264, Q16531, P23921, Q6ZW49, Q99504, P09874, Q13263, Q14997, Q9UMS4, P40938, P40937, Q9C086, P19447, Q9NRR5, Q9UNE7, P16455, Q99459, O95071, P09884, P06493, Q92547, P43246, O15287, Q14527, Q13315, P50613, O94782, P51948, Q03468, Q96MG7, Q9Y230, P55072, Q96B01, P07954, P46063, P06748, P46100, Q9NZC9, Q8N0Z6, Q9UQE7, P61077, Q92889, Q9Y5B9, Q15233, P09429, P50750, Q9H2K8, Q92759, O75844, Q9BUR4, Q14669, P28340, Q13619, Q9Y5K5, P38398, Q9Y4A5, P49959, Q99708, Q9NTI5, Q9BXW9, Q9NZM5, Q8N884, Q92878, Q9UNY4, Q8NFC6, P36639, Q14676, Q9UKK3, Q96FW1, P39748, Q9P287, O00255, P38935, Q149N8, P52701, Q7L7X3, Q99497, P24941, Q92466, Q92900, Q14683, P20585, O75717	4457	294	19308	1.8713328723905986	2.41627717834092E-10	1.2696331771067703E-11	1.2192162811850046E-11
GOTERM_BP_DIRECT	GO:0006406~mRNA export from nucleus	41	0.8830497523153134	5.607200325340341E-14	Q86W42, P52298, Q9BY77, P52594, Q86V81, Q53GS7, P57740, Q13838, Q12769, P35658, P78406, Q96FV9, Q9Y5S9, O00148, Q99567, Q96MU7, P84103, Q9BW27, O15234, Q9UBU9, Q96A72, Q6I9Y2, Q8WUM0, P61326, P38919, P82979, Q9NPA8, Q13769, Q53F19, Q09161, Q96J01, O75694, Q96QD9, O60318, P22626, Q96Q15, Q8NI27, P12270, Q92900, Q9HAU5, Q9Y3Y2	4457	57	19308	3.1160445425882406	4.405126263762327E-10	2.2027886478099532E-11	2.1153163227346436E-11
